Date,WPM
2011-03-10,122.17194570135746
2011-03-10,210.52631578947359
2011-03-10,217.94871794871796
2011-03-10,148.14814814814807
2011-03-10,155.37848605577702
2011-03-10,182.92682926829264
2011-03-10,209.30232558139514
2011-03-10,145.63106796116506
2011-03-10,86.64259927797835
2011-03-10,130.8724832214765
2011-03-10,76.92307692307752
2011-03-10,133.3333333333325
2011-03-10,115.38461538461469
2011-03-10,85.7142857142858
2011-03-10,121.62162162162159
2011-03-10,160.0
2011-03-10,192.66055045871624
2011-03-10,103.44827586206871
2011-03-10,164.38356164383632
2011-03-10,155.44041450777203
2011-03-10,210.0
2011-03-10,224.1379310344825
2011-03-10,191.08280254777065
2011-03-10,134.07821229050234
2011-03-10,117.64705882352904
2011-03-10,147.32142857142844
2011-03-10,208.6092715231791
2011-03-10,201.49253731343234
2011-03-10,186.39053254437894
2011-03-10,156.9767441860466
2011-05-02,30.0
2011-05-02,150.0
2011-05-02,180.0
2011-05-02,180.0
2011-05-02,240.0
2011-05-02,132.0
2011-05-02,60.0
2011-05-02,60.0
2011-05-02,60.0
2011-05-02,60.0
2011-05-02,75.0
2011-05-02,84.0
2011-05-02,72.0
2011-05-02,105.0
2011-05-02,100.0
2011-05-02,210.0
2011-05-02,240.0
2011-05-02,180.0
2011-05-02,240.0
2011-05-02,220.0
2011-05-02,90.0
2011-05-02,120.0
2011-05-02,40.0
2011-05-02,90.0
2011-05-02,75.0
2011-05-02,84.0
2011-05-02,72.0
2011-05-02,105.0
2011-05-02,150.0
2011-05-02,120.0
2011-05-02,80.0
2011-05-02,60.0
2011-05-02,45.0
2011-05-02,40.0
2011-05-02,60.0
2011-05-02,72.0
2011-05-02,90.0
2011-05-02,60.0
2011-05-02,90.0
2011-05-02,60.0
2011-08-14,188.9763779527559
2011-08-14,225.00000000000003
2011-08-14,180.0
2011-08-14,192.0
2011-08-14,204.54545454545453
2011-08-14,214.28571428571425
2011-08-14,158.33333333333337
2011-08-14,190.909090909091
2011-08-14,245.45454545454533
2011-08-14,190.24390243902468
2011-08-14,127.65957446808503
2011-08-14,210.0
2011-08-14,232.25806451612837
2011-08-14,0.0
2011-08-14,180.0
2011-08-14,168.0
2011-08-14,181.81818181818198
2011-08-14,72.0
2011-08-27,217.87709497206706
2011-08-27,60.0
2011-08-27,105.69583088667058
2011-08-27,147.0347982355824
2011-08-27,151.4563106796117
2011-08-27,99.6978851963746
2011-08-27,85.10638297872339
2011-08-27,95.23809523809521
2011-08-27,60.0
2011-08-27,101.69491525423732
2011-08-27,60.0
2011-08-27,104.83870967741939
2011-08-27,158.56881479975593
2011-08-27,58.82352941176493
2011-08-27,199.11504424778747
2011-08-27,60.0
2011-08-27,186.96883852691212
2011-08-27,242.7745664739889
2011-08-27,113.92405063291152
2011-08-27,126.84989429175448
2011-08-27,249.35064935064975
2011-08-27,138.2488479262672
2011-08-27,161.6161616161617
2011-08-27,86.38743455497381
2011-11-01,250.00000000000003
2011-11-01,241.6107382550336
2011-11-01,240.0
2011-11-01,210.0
2011-11-01,355.9322033898306
2011-11-01,214.2857142857143
2011-11-01,184.93150684931496
2011-11-01,203.8834951456312
2011-11-01,272.72727272727275
2011-11-01,255.9241706161138
2011-11-01,183.48623853211012
2011-11-01,173.55371900826435
2011-11-01,227.43682310469316
2011-11-01,237.62376237623724
2011-11-01,267.1232876712334
2011-11-01,195.65217391304364
2011-11-01,285.7142857142858
2011-11-01,210.52631578947359
2011-11-01,352.94117647058835
2011-11-01,66.66666666666625
2011-11-01,280.0
2011-11-01,172.4137931034488
2011-11-01,276.92307692307753
2011-11-01,240.0
2011-11-01,123.52941176470567
2011-11-01,202.24719101123583
2011-11-01,193.54838709677722
2011-11-01,346.1538461538393
2011-11-01,336.2068965517231
2011-11-01,281.2499999999997
2011-11-01,187.49999999999983
2011-11-01,120.0
2011-11-01,260.8695652173908
2011-11-01,91.83673469387718
2011-11-01,194.80519480519402
2011-11-01,98.03921568627443
2011-11-01,180.0
2011-11-01,245.283018867924
2011-11-01,555.5555555555565
2011-11-01,208.3333333333316
2011-11-01,360.0
2011-11-01,286.9565217391308
2011-11-01,240.0
2011-11-01,245.90163934426252
2011-11-01,249.99999999999977
2011-11-01,258.9928057553956
2011-11-01,315.78947368421035
2011-11-01,247.70642201834787
2011-11-01,173.55371900826435
2011-11-01,233.46303501945457
2011-11-01,177.77777777777666
2011-11-01,286.363636363636
2011-11-01,148.14814814815034
2011-11-01,202.24719101123583
2011-11-01,250.0000000000004
2011-11-01,257.1428571428561
2011-11-01,192.660550458715
2011-11-01,214.28571428571342
2011-11-01,216.4948453608234
2011-11-01,261.9047619047623
2011-11-01,285.71428571428777
2011-11-01,183.2061068702287
2011-11-01,275.5102040816315
2011-11-01,130.434782608695
2011-11-01,197.96954314720824
2011-11-01,216.60649819494617
2011-11-01,197.60479041916147
2011-11-01,130.4347826086956
2011-11-01,150.75376884422042
2011-11-01,197.3684210526312
2011-11-01,253.2467532467522
2011-11-01,196.26168224298928
2011-11-01,206.89655172413686
2011-11-01,120.0
2011-11-01,157.89473684210716
2011-11-01,171.42857142857247
2011-11-01,256.09756097560967
2011-11-01,172.83950617284003
2011-11-01,182.60869565217413
2011-11-01,152.0737327188939
2011-11-01,178.2178217821773
2011-11-01,268.42105263158015
2011-11-01,90.0
2011-12-19,168.59504132231407
2011-12-19,162.16216216216216
2011-12-19,172.88135593220332
2011-12-19,71.87780772686436
2011-12-19,75.9301442672741
2011-12-19,62.68656716417912
2011-12-19,117.50305997552023
2011-12-19,175.85638395310485
2011-12-19,112.87288363343198
2011-12-19,134.0782122905026
2011-12-19,185.0220264317184
2011-12-19,156.79442508710795
2011-12-19,142.0118343195265
2011-12-19,49.627791563275885
2011-12-19,204.50672221170208
2011-12-19,189.71542685971042
2011-12-19,110.09174311926643
2011-12-19,110.29411764705887
2011-12-19,88.73720136518764
2011-12-19,89.50770760815533
2011-12-19,207.78162558565873
2011-12-19,104.347826086956
2011-12-19,144.57831325301234
2011-12-19,154.08320493066236
2011-12-19,213.25209444021363
2011-12-19,91.58557527189468
2011-12-19,125.02367872703138
2011-12-19,163.26530612244963
2011-12-19,146.58898703251276
2011-12-19,173.94455517303842
2011-12-19,109.81468771448158
2011-12-19,169.8113207547166
2011-12-19,90.63444108761362
2011-12-19,155.08885298869149
2011-12-19,106.43015521064255
2011-12-19,128.75536480686785
2011-12-19,115.99432916612943
2011-12-19,206.00858369098853
2011-12-19,125.38177141938588
2011-12-19,76.17435463393993
2011-12-19,75.22331922896097
2011-12-19,160.15073009891663
2011-12-19,165.06189821182855
2012-01-07,129.80769230769232
2012-01-07,199.05213270142175
2012-01-07,247.05882352941188
2012-01-07,208.95522388059703
2012-01-07,264.7058823529408
2012-01-07,201.49253731343288
2012-01-07,236.36363636363657
2012-01-07,230.7692307692306
2012-01-07,145.4545454545454
2012-01-07,245.45454545454555
2012-01-07,157.89473684210503
2012-01-07,216.494845360825
2012-01-07,213.11475409836086
2012-01-07,181.13207547169796
2012-01-07,156.24999999999986
2012-01-07,241.07142857142912
2012-01-07,312.88343558282156
2012-01-07,244.18604651162806
2012-01-07,147.1389645776566
2012-01-07,222.22222222222354
2012-01-07,214.28571428571416
2012-01-07,204.87804878048735
2012-01-07,200.0
2012-01-07,199.9999999999998
2012-01-07,163.4241245136182
2012-01-07,234.48275862068994
2012-01-07,158.59030837004383
2012-01-07,149.0991923793748
2012-01-07,234.37499999999977
2012-01-07,190.04524886877758
2012-01-07,248.17518248175185
2012-01-07,208.33333333333366
2012-01-07,142.80856851411073
2012-02-01,255.31914893617017
2012-02-01,240.0
2012-02-01,183.673469387755
2012-02-01,149.99999999999994
2012-02-01,570.0
2012-02-01,150.0
2012-02-01,355.67010309278345
2012-02-01,240.0
2012-02-01,390.0
2012-02-01,303.96475770925093
2012-02-01,179.99999999999966
2012-02-01,218.75000000000063
2012-02-01,170.45454545454564
2012-02-01,127.65957446808444
2012-02-01,265.6826568265682
2012-02-01,197.80219780219778
2012-02-01,177.7777777777778
2012-02-01,323.7410071942453
2012-02-01,251.16279069767415
2012-02-01,184.04907975460094
2012-02-01,47.61904761904743
2012-02-01,270.0
2012-02-01,148.28897338403027
2012-02-01,193.54838709677404
2012-02-01,267.51592356687894
2012-02-01,151.7509727626459
2012-02-01,43.47826086956536
2012-02-01,211.95652173913004
2012-02-01,157.89473684210517
2012-02-01,205.47945205479542
2012-02-01,212.38938053097297
2012-02-01,264.0
2012-02-01,96.0
2012-02-01,60.0
2012-02-01,205.03597122302202
2012-02-01,160.42780748663122
2012-02-01,297.02970297029555
2012-02-01,8.356545961002794
2012-02-01,206.24999999999892
2012-02-01,120.0
2012-02-01,227.02702702702774
2012-02-01,209.30232558139483
2012-02-01,214.28571428571342
2012-02-01,229.0909090909091
2012-02-01,195.6521739130431
2012-02-01,299.9999999999995
2012-02-01,214.28571428571558
2012-02-01,198.73817034700303
2012-02-01,214.2857142857148
2012-02-01,157.8947368421048
2012-02-01,291.66666666666714
2012-02-01,219.51219512195303
2012-02-01,198.11320754716937
2012-02-01,250.00000000000094
2012-02-01,272.7272727272653
2012-02-01,230.76923076923885
2012-02-01,247.4226804123678
2012-02-01,240.0
2012-02-01,151.89873417721674
2012-02-01,201.49253731343234
2012-02-01,240.0
2012-02-01,181.81818181818275
2012-02-01,208.86075949366924
2012-02-01,150.0
2012-02-01,29.70297029702955
2012-02-01,166.66666666666694
2012-02-01,300.0
2012-02-01,189.18918918918928
2012-02-01,233.76623376623067
2012-02-01,124.99999999999525
2012-02-01,180.0
2012-02-01,166.66666666666913
2012-02-01,241.93548387096595
2012-02-01,219.17808219178104
2012-02-01,152.86624203821583
2012-02-01,218.1818181818193
2012-02-01,195.6521739130425
2012-02-01,289.8550724637651
2012-02-01,251.49700598802585
2012-02-01,223.14049586776713
2012-02-01,187.49999999999795
2012-02-01,128.3422459893045
2012-02-01,284.67153284671434
2012-02-01,198.11320754716937
2012-02-01,179.10447761194362
2012-02-01,59.602649006622876
2012-02-01,202.24719101123583
2012-02-01,126.76056338028026
2012-02-01,150.0
2012-02-01,230.7692307692338
2012-02-01,83.33333333333347
2012-02-01,259.8425196850373
2012-02-01,204.5454545454556
2012-02-01,210.0
2012-02-01,138.46153846153726
2012-02-01,270.2702702702739
2012-02-01,111.70212765957474
2012-02-01,210.0
2012-02-01,221.05263157895
2012-02-01,161.53846153846013
2012-02-01,209.30232558139895
2012-02-01,296.29629629629545
2012-02-01,272.72727272727144
2012-02-01,178.80794701986864
2012-02-01,310.97560975610014
2012-02-01,136.36363636363708
2012-02-01,195.91836734693968
2012-02-01,82.19178082191576
2012-02-01,137.93103448276014
2012-02-01,217.10526315789733
2012-02-01,326.0869565217335
2012-02-01,193.54838709677276
2012-02-01,149.99999999999787
2012-02-01,315.78947368421433
2012-02-01,203.00751879699493
2012-02-01,143.71257485029804
2012-02-01,218.8841201716753
2012-02-01,215.68627450980375
2012-02-01,210.0
2012-02-01,210.0
2012-02-01,201.21951219512013
2012-02-01,164.38356164383472
